cod_amm	des_amm	Comune	nome_resp	cogn_resp	Cap	Provincia	Regione	sito_istituzionale	Indirizzo	titolo_resp	tipologia_istat	tipologia_amm	acronimo	cf_validato	cf	mail1	tipo_mail1	mail2	tipo_mail2	mail3	tipo_mail3	mail4	tipo_mail4	mail5	tipo_mail5	url_facebook	url_twitter	url_youtube	url_linkedin	liv_accessibili
c_c823	Comune di Cogoleto	Cogoleto	Paolo	Bruzzone	16016	GE	Liguria	www.comune.cogoleto.ge.it	Via Rati, 66	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80007570106	protocollo@pec.comune.cogoleto.ge.it	Pec	segrsindaco@comune.cogoleto.ge.it	Altro	null	null	null	null	null	null					
c_c824	Comune di Cogollo del Cengio	Cogollo del Cengio	Piergildo	Capovilla	36010	VI	Veneto	www.comune.cogollodelcengio.vi.it	Piazza della Liberta', 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84009900246	protocollo.comune.cogollodelcengio.vi@pecveneto.it	Pec	protocollo@comune.cogollodelcengio.vi.it	Altro	null	null	null	null	null	null					
c_c826	Comune di Cogorno	Cogorno	Enrica	Sommariva	16030	GE	Liguria	www.comune.cogorno.ge.it	Piazza Aldo Moro, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00412900102	protocollo.comune.cogorno.ge.it@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_c829	Comune di Colazza	Colazza	Corrado	Riboni	28010	NO	Piemonte	www.comune.colazza.no.it	Piazza Milano, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00433330032	colazza@cert.ruparpiemonte.it	Pec	municipio@comune.colazza.no.it	Altro	null	null	null	null	null	null					
c_c835	Comune di Colere	Colere	LETTERIO	PORTO	24020	BG	Lombardia	www.comune.colere.bg.it	Via Tortola, 54	Commissario prefettizio	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81002410165	protocollo@pec.comune.colere.bg.it	Pec	info@comune.colere.bg.it	Altro	null	null	null	null	null	null					
c_c836	Comune di Colfelice	Colfelice	Marina	Rezza	03030	FR	Lazio	www.comune.colfelice.fr.it	Viale Della Repubblica	Servizio Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	90004040607	fatturepacolfelice@arcmediapec.it	Pec	null	null	null	null	null	null	null	null					
c_c838	Comune di Coli	Coli	Luigi	Bertuzzi	29020	PC	Emilia-Romagna	www.comune.coli.pc.it	Via Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00229510334	amministrazionecoli@pecimprese.it	Pec	info@comunecoli.it	Altro	null	null	null	null	null	null					
c_c839	Comune di Colico	Colico	Monica	Gilardi	23823	LC	Lombardia	www.comune.colico.lc.it	Piazza V Alpini	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83006690131	colico@cert.legalmail.it	Pec	fatturaelettronica.colico@pec.regione.lombardia.it	Pec	polizialocale.colico@pec.regione.lombardia.it	Pec	protocollo.colico@pec.regione.lombardia.it	Pec	suap.colico@pec.regione.lombardia.it	Pec					
c_c841	Comune di Collalto Sabino	Collalto Sabino	MARIA PIA	MERCURI	02022	RI	Lazio	comunecollaltosabino.rieti.it	P.zza G. Marconi 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00113140578	comunedicollalto@pec.it	Pec	com.collalto.sabino@libero.it	Altro	null	null	null	null	null	null					
c_c844	Comune di Collarmele	Collarmele	Antonio	Mostacci	67040	AQ	Abruzzo	www.comunedicollarmele.it	Piazza I Maggio 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00212670665	comunedicollarmele@pec.it	Pec	info@comunedicollarmele.it	Altro	null	null	null	null	null	null					
c_c845	Comune di Collazzone	Collazzone	Anna	Iachettini	06050	PG	Umbria	www.comune.collazzone.pg.it	Piazza Jacopone, 6	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00449760545	comune.collazzone@postacert.umbria.it	Pec	null	null	null	null	null	null	null	null					
c_c846	Comune di Colle Sannita	Colle Sannita	MICHELE	IAPOZZUTO	82024	BN	Campania	www.comune.collesannita.bn.it/	Piazza Giuseppe Flora ,9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80001950627	comune.collesannita@pcert.it	Pec	comunecollesannita@gmail.com	Altro	null	null	null	null	null	null					
c_c847	Comune di Colle di Val d'Elsa	Colle di Val d'Elsa	Maria alice	Fiordiponti	53034	SI	Toscana	www.comune.collevaldelsa.it	Via F.Campana 18	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00134520527	comune.collevaldelsa@postecert.it	Pec	null	null	null	null	null	null	null	null					
c_c848	Comune di Colle Umberto	Colle Umberto	Maria Grazia	Pastre	31014	TV	Veneto	www.comune.colle-umberto.tv.it	Via Dell' Abbazia 1	Responsabile Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84000770267	protocollo.comune.colleumberto.tv@pecveneto.it	Pec	ragioneria@comune.colle-umberto.tv.it	Altro	null	null	null	null	null	null					
c_c850	Comune di Collebeato	Collebeato	Antonio	Trebeschi	25060	BS	Lombardia	www.comune.collebeato.bs.it	Via San Francesco D'Assisi 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00853240174	protocollo@pec.comune.collebeato.bs.it	Pec	info@comune.collebeato.bs.it	Altro	null	null	null	null	null	null					
c_c851	Comune di Colle Brianza	Colle Brianza	Tiziana	Galbusera	23886	LC	Lombardia	www.comune.collebrianza.lc.it	Piazza Roma, 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83007970136	protocollo@comune.collebrianza.legalmail.it	Pec	protocollo@comune.collebrianza.lc.it	Altro	null	null	null	null	null	null					
c_c852	Comune di Collecchio	Collecchio	Maristella	Galli	43044	PR	Emilia-Romagna	www.comune.collecchio.pr.it	Viale Liberta', 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00168090348	protocollo@postacert.comune.collecchio.pr.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/ComuneDiCollecchio				
c_c853	Comune di Collecorvino	Collecorvino	Antonio	Zaffiri	65010	PE	Abruzzo	www.comune.collecorvino.pe.it	Via Tito Acerbo N. 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00137880688	protocollo.collecorvino@raccomandata.eu	Pec	ufficiosegreteria@comune.collecorvino.pe.it	Altro	null	null	null	null	null	null					
c_c854	Comune di Colle d'Anchise	Colle d'Anchise	Carletto	DI PAOLA	86020	CB	Molise	www.comunecolledanchise.it	Via Campo Aperto, 18	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80007650700	comune.colledanchisecb@legalmail.it	Pec	colle.danchise@tiscali.it	Altro	null	null	null	null	null	null					
c_c855	Comune di Colledimacine	Colledimacine	ANDREA	SCHINA	66010	CH	Abruzzo	www.comune.colledimacine.ch.it	Via Orientale N. 29	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00268080694	comune.colledimacine@pec.it	Pec	comune.colledimacine@tiscalinet.it	Altro	null	null	null	null	null	null					
c_c856	Comune di Colledimezzo	Colledimezzo	Christian	Simonetti	66040	CH	Abruzzo	www.comunecolledimezzo.ch.it	Piazza Vizioli, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00251050696	comunecolledimezzo@pec.it	Pec	comunedicolledimezzo@tin.it	Altro	null	null	null	null	null	null					
c_c857	Comune di Colle di Tora	Colle di Tora	Beniamino	Pandolfi	02020	RI	Lazio	www.comune.colleditora.ri.it	Via Colle Della Madonna, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00114000573	COMUNECOLLEDITORA@ARUBAPEC.IT	Pec	comunedicolleditora@virgilio.it	Altro	null	null	null	null	null	null					
c_c858	Comune di Colleferro	Colleferro	Antonio	Gagliarducci	00034	RM	Lazio	www.comune.colleferro.rm.it	Piazza Italia, 1	Responsabile area Economico-Finanziaria	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	02850240587	comune.colleferro@legalmail.it	Pec	barbona@comune.colleferro.rm.it	Altro	segreteria@comune.colleferro.rm.it	Altro	null	null	null	null					
c_c859	Comune di Collegiove	Collegiove	Domenico	Manzocchi	02020	RI	Lazio	comunecollegiove.it	Via Roma N. 25	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00113130579	comune.collegiove.ri@legalmail.it	Pec	segreteria@comunecollegiove.it	Altro	null	null	null	null	null	null					
c_c860	Comune di Collegno	Collegno	Francesco	Casciano	10093	TO	Piemonte	www.comune.collegno.gov.it	Piazza Del Municipio,1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	COLLEGNO	S	00524380011	posta@cert.comune.collegno.to.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com				
c_c862	Comune di Collelongo	Collelongo	Rosanna	Salucci	67050	AQ	Abruzzo	www.comune.collelongo.aq.it	Piazza Ara Dei Santi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00190850669	protocollo.comunedicollelongo@pec.it	Pec	anagrafe.comunedicollelongo@pec.it	Pec	ragioneria@comune.collelongo.aq.it	Altro	utc@comune.collelongo.aq.it	Altro	null	null					
c_c864	Comune di Collepardo	Collepardo	Mauro	Bussiglieri	03010	FR	Lazio	www.collepardo.it	Piazza Lazzaro Liberatori, N. 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00304940604	comunedicollepardo@pec.it	Pec	anagrafe@collepardo.it	Altro	ragioneria@collepardo.it	Altro	tecnico@collepardo.it	Altro	ufficio@collepardo.it	Altro					
c_c865	Comune di Collepasso	Collepasso	Martire	Imperiale	73040	LE	Puglia	www.comunedicollepasso.gov.it	Piazza Dante, 25	Dirigente III Settore	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81001570753	protocollo.comune.collepasso@pec.rupar.puglia.it	Pec	null	null	null	null	null	null	null	null					
c_c866	Comune di Collepietro	Collepietro	Massimo	Tomassetti	67020	AQ	Abruzzo	www.comune.collepietro.aq.it	Via Roma N. 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00093010668	comune.collepietro.aq@legalmail.it	Pec	ufficio.anagrafe@comune.collepietro.aq.it	Altro	null	null	null	null	null	null					
c_c867	Comune di Colleretto Castelnuovo	Colleretto Castelnuovo	Aldo	QUERIO GIANETTO	10080	TO	Piemonte	www.comune.collerettocastelnuovo.to.it	Via Adolfo Ghella, 13	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83501930016	colleretto.castelnuovo@cert.ruparpiemonte.it	Pec	info@comune.collerettocastelnuovo.to.it	Altro	null	null	null	null	null	null					
c_c868	Comune di Colleretto Giacosa	Colleretto Giacosa	Ernesto	MARCO	10010	TO	Piemonte	www.comune.collerettogiacosa.to.it/	Via Giuseppe Giacosa, 23	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	01844710010	colleretto.giacosa@cert.ruparpiemonte.it	Pec	colleretto.giacosa@canavese.to.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comunedicollerettogiacosa/				
c_c869	Comune di Collesalvetti	Collesalvetti	Adelio	Antolini	57014	LI	Toscana	www.comune.collesalvetti.li.it	Piazza della Repubblica 32	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00285400495	comune.collesalvetti@postacert.toscana.it	Pec	aoo@comune.collesalvetti.li.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comunecollesalvettipaginaufficiale		https://www.youtube.com/user/comunecollesalvetti		
c_c870	Comune di Colle San Magno	Colle San Magno	Antonio	Di Nota	03030	FR	Lazio	www.comune.collesanmagno.fr.it	Corso Garibaldi	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82005110604	comunecollesanmagno@postecert.it	Pec	info@comune.collesanmagno.fr.it	Altro	null	null	null	null	null	null					
c_c871	Comune di Collesano	Collesano	Giovanni Battista	Meli	90016	PA	Sicilia	www.comune.collesano.pa.it	Corso Vittorio Emanuele 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000150829	protocollo.comunecollesano@pec.it	Pec	null	null	null	null	null	null	null	null					
c_c872	Comune di Colle Santa Lucia	Colle Santa Lucia	Paolo	Frena	32020	BL	Veneto	www.comune.collesantalucia.bl.it	Via Villagrande 57	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00208500256	protocollo.comune.collesantalucia.bl@pecveneto.it	Pec	protocollo.slucia@agordino.bl.it	Altro	null	null	null	null	null	null					
c_c875	Comune di Colletorto	Colletorto	CARLO	DE SIMONE	86044	CB	Molise	www.comune.colletorto.cb.it	Largo Verdi, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81000710707	comunecolletorto@postecert.it	Pec	ragioneria@colletorto.eu	Altro	null	null	null	null	null	null					
c_c876	Comune di Collevecchio	Collevecchio	Federico	Vittori	02042	RI	Lazio	www.comune.collevecchio.ri.it	Via Antonio Segoni, 24	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00109440578	info@pec.comune.collevecchio.ri.it	Pec	null	null	null	null	null	null	null	null					
c_c877	Comune di Colli del Tronto	Colli del Tronto	Andrea	Cardilli	63079	AP	Marche	www.comune.collideltronto.ap.it	Piazza Garibaldi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00355250440	comune.collideltronto@emarche.it	Pec	comune.collideltronto@postcert.it	Pec	comune@comune.collideltronto.ap.it	Altro	null	null	null	null					
c_c878	Comune di Colli a Volturno	Colli a Volturno	EMILIO	INCOLLINGO	86073	IS	Molise	www.comune.colliavolturno.is.it	Piazza Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00031500945	colliavolturno@pec.it	Pec	colliavolturno@libero.it	Altro	null	null	null	null	null	null					
c_c879	Comune di Colliano	Colliano	LORENZO	FORLANO	84020	SA	Campania	www.comune.colliano.sa.it	Viale Andrea Terlizzi, 15	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00600830657	protocollo.colliano@asmepec.it	Pec	anagrafe.colliano@asmepec.it	Pec	areatecnica.colliano@asmepec.it	Pec	segreteria.colliano@asmepec.it	Pec	suap.colliano@asmepec.it	Pec					
c_c880	Comune di Colli sul Velino	Colli sul Velino	Alberto	Micanti	02010	RI	Lazio	www.comune.collisulvelino.ri.it/	Via Cesare Battisti N. 32	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00108930579	amministrazione@pec.collisulvelino.org	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/Comune-di-Colli-Sul-Velino-332094283550487/				
c_c882	Comune di Collinas	Collinas	Sandrino	Serra	09020	SU	Sardegna	www.comune.collinas.vs.it	Piazza G.b. Tuveri, 1	Responsabile Servizio Finanziario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00520370925	info@pec.comune.collinas.vs.it	Pec	ragioneria@comune.collinas.vs.it	Altro	ragioneria@pec.comune.collinas.vs.it	Pec	segreteria@comune.collinas.vs.it	Altro	tecnico@comune.collinas.vs.it	Altro					
c_c883	Comune di Collio	Collio	Mirella	Zanini	25060	BS	Lombardia	www.comune.collio.bs.it	Piazza Zanardelli	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00850830175	protocollo@pec.comune.collio.bs.it	Pec	giorgio@comune.collio.bs.it	Altro	null	null	null	null	null	null					
c_c884	Comune di Collobiano	Collobiano	Giuseppe	Care'	13030	VC	Piemonte	www.comune.collobiano.vc.it	Piazza Avogadro, 5	Segretario	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80002710020	protocollo@pec.comune.collobiano.vc.it	Pec	null	null	null	null	null	null	null	null					
c_c885	Comune di Colloredo di Monte Albano	Colloredo di Monte Albano	LUCA	OVAN	33010	UD	Friuli-Venezia Giulia	www.colloredodimontealbano.ud.it	Via Ippolito Nievo, 29	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00484760301	comune.colloredodimontealbano@certgov.fvg.it	Pec	ragioneria@comune.colloredodimontealbano.ud.it	Altro	segreteria@comune.colloredodimontealbano.ud.it	Altro	null	null	null	null					
c_c886	Comune di Colmurano	Colmurano	Mirko	Mari	62020	MC	Marche	http://www.comune.colmurano.mc.it/	Piazza Umberto I, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00267160430	protocollo@pec.comune.colmurano.mc.it	Pec	info@comune.colmurano.mc.it	Altro	null	null	null	null	null	null					
c_c888	Comune di Colobraro	Colobraro	Ubaldo	LATRONICO	75021	MT	Basilicata	www.colobraro.gov.it	Largo Convento, 1	Responsabile Area Amministrativo/Finanziaria	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82001290772	comune.colobraro@cert.ruparbasilicata.it	Pec	comunecolobraro@rete.basilicata.it	Altro	egidio.tito@rete.basilicata.it	Altro	latronicoubaldo@alice.it	Altro	null	null	https://www.facebook.com/ComuneDiColobraro/				
C_C890	Comune di Cologna Veneta	Cologna Veneta	Manuel	Scalzotto	37044	VR	Veneto	www.comune.cologna-veneta.vr.it	Piazza Capitaniato, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00234140234	colognaveneta.vr@cert.ip-veneto.net	Pec	null	null	null	null	null	null	null	null					
c_c893	Comune di Cologne	Cologne	Carlo	Chiari	25033	BS	Lombardia	www.comune.cologne.bs.it	Piazza Garibaldi 31	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00625410170	comune.cologne@pec.regione.lombardia.it	Pec	protocollo@comune.cologne.bs.it	Altro	null	null	null	null	null	null	https://www.facebook.com/comunecologne/				
c_c894	Comune di Cologno al Serio	Cologno al Serio	Chiara	Drago	24055	BG	Lombardia	www.comune.colognoalserio.bg.it	Via Rocca, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00281170167	comune.colognoalserio@postecert.it	Pec	protocollo@comune.colognoalserio.bg.it	Altro	null	null	null	null	null	null	https://www.facebook.com/Comune-di-Cologno-al-Serio-1678967099014058/	https://twitter.com/ComuneCologno	https://www.youtube.com/channel/UC3i0xQ_D9_UixxsdiQwoD-g		
c_c895	Comune di Cologno Monzese	Cologno Monzese	Angelo	Rocchi	20093	MI	Lombardia	www.comune.colognomonzese.mi.it	Via Della Resistenza, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	03353020153	protocollo.comunecolognomonzese@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_c897	Comune di Colognola ai Colli	Colognola ai Colli	Claudio	Carcereri De Prati	37030	VR	Veneto	www.comunecolognola.it	Piazzale Trento, 2	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00267000230	colognolaaicolli.vr@cert.ip-veneto.net	Pec	info@comunecolognola.it	Altro	null	null	null	null	null	null	https://www.facebook.com/Comune-di-Colognola-ai-Colli-1467465233550986/				
c_c900	Comune di Colonna	Colonna	Fausto	Giuliani	00030	RM	Lazio	www.comune.colonna.roma.it	Piazza Vittorio Emanuele II, 5	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84000880587	info@pec.comunedicolonna.it	Pec	info@comune.colonna.roma.it	Altro	null	null	null	null	null	null					
c_c902	Comune di Colonno	Colonno	Davide	Gandola	22010	CO	Lombardia	www.comune.colonno.co.it	Via Natale Cazzaniga 3	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00467840138	colonno@pec.comune.colonno.co.it	Pec	info@comune.colonno.co.it	Altro	null	null	null	null	null	null					
c_c903	Comune di Colorina	Colorina	Doriano	Codega	23010	SO	Lombardia	www.comune.colorina.so.it	Via Roma, 231 C	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00091750141	protocollo.colorina@cert.provincia.so.it	Pec	null	null	null	null	null	null	null	null					
c_c904	Comune di Colorno	Colorno	Christian	Stocchi	43052	PR	Emilia-Romagna	www.comune.colorno.pr.it	Via Cavour, 9	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00226180347	protocollo@postacert.comune.colorno.pr.it	Pec	protocollo@comune.colorno.pr.it	Altro	urp@comune.colorno.pr.it	Altro	null	null	null	null	https://it-it.facebook.com/urp.colorno/				
c_c905	Comune di Colosimi	Colosimi	GIOVANNI	LUCIA	87050	CS	Calabria	www.comune.colosimi.cs.it	Viale Flaminio Micciulli	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni	ComColosimi	S	00375660784	ragioneria.colosimi@asmepec.it	Pec	amministrativo.colosimi@asmepec.it	Pec	protocollo.colosimi@asmepec.it	Pec	ragioneria@comune.colosimi.cs.it	Altro	tecnico.colosimi@asmepec.it	Pec					
c_c908	Comune di Colturano	Colturano	Giulio Enrico Maria	Guala	20060	MI	Lombardia	https://unioneaddetta.mi.gov.it/colturano/	Via Municipio, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84503720157	comune.colturano@pec.regione.lombardia.it	Pec	domenico.puglia@unioneaddetta.mi.gov.it	Altro	null	null	null	null	null	null					
c_c910	Comune di Colzate	Colzate	ADRIANA	DENTELLA	24020	BG	Lombardia	www.comune.colzate.bg.it	Via Bonfanti, 40	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81002520161	segreteria@pec.comune.colzate.bg.it	Pec	demografici@pec.comune.colzate.bg.it	Pec	ragioneria@pec.comune.colzate.bg.it	Pec	segreteria@comune.colzate.bg.it	Altro	ufficiotecnico@pec.comune.colzate.bg.it	Pec					
c_c911	Comune di Comabbio	Comabbio	MARINA PAOLA	ROVELLI	21020	VA	Lombardia	www.comune.comabbio.va.it	Piazza Guglielmo Marconi, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00261830129	comune.comabbio@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_c912	Comune di Comacchio	Comacchio	Pierluigi	Negri	44022	FE	Emilia-Romagna	www.comune.comacchio.fe.it	Piazza Folegatti,15	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000590388	Comune.comacchio@cert.comune.comacchio.fe.it	Pec	null	null	null	null	null	null	null	null					
c_c915	Comune di Comano	Comano	Cesare	Leri	54015	MS	Toscana	comune.comano.ms.it	Via Roma, 17	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	81001390459	comune.comano@postacert.toscana.it	Pec	posta@comune.comano.ms.it	Altro	null	null	null	null	null	null					
c_c917	Comune di Comazzo	Comazzo	Italo	Vicardi	26833	LO	Lombardia	www.comune.comazzo.lo.it	Via Palazzo Pertusati, 25	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84507410151	comune.comazzo@pec.regione.lombardia.it	Pec	comune@comune.comazzo.lo.it	Altro	null	null	null	null	null	null	https://www.facebook.com/pages/Comune-di-Comazzo/260357507501301?ref=bookmarks				
c_c918	Comune di Comeglians	Comeglians	Stefano	De Antoni	33023	UD	Friuli-Venezia Giulia	www.comune.comeglians.ud.it	Piazza Cavaliere Del Lavoro Umberto De Antoni, 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00478950306	comune.comeglians@certgov.fvg.it	Pec	protocollo@com-comeglians.regione.fvg.it	Altro	null	null	null	null	null	null					
c_c919	Comune di Santo Stefano di Cadore	Santo Stefano di Cadore	Oscar	MENEGHETTI	32045	BL	Veneto	www.santostefanodicadore.info	Santo Stefano Di Cadore	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00184890259	comune.santostefanodicadore@pec.it	Pec	null	null	null	null	null	null	null	null					
c_c920	Comune di Comelico Superiore	Comelico Superiore	Marco	Staunovo Polacco	32040	BL	Veneto	www.comelicosuperiore.info	Via VI Novembre 43	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83001030259	comune.comelicosuperiore@pec.it	Pec	segr.comelico@cmcs.it	Altro	null	null	null	null	null	null					
c_c922	Comune di Comerio	Comerio	Silvio	Aimetti	21025	VA	Lombardia	www.comune.comerio.va.it	Via Stazione, 8	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00226700128	comune.comerio@legalmail.it	Pec	null	null	null	null	null	null	null	null					
c_c925	Comune di Comezzano Cizzago	Comezzano-Cizzago	Alida	Potieri	25030	BS	Lombardia	www.comune.comezzanocizzago.bs.it	P.zza Europa, 60	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00852420173	protocollo@pec.comune.comezzanocizzago.bs.it	Pec	null	null	null	null	null	null	null	null	https://www.facebook.com/Comune-di-Comezzano-Cizzago-972096872847762/				
c_c926	Comune di Comignago	Comignago	Piero Giuseppe	David	28060	NO	Piemonte	www.comune.comignago.no.it	Via Principale 4	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	00454580036	comignago@cert.ruparpiemonte.it	Pec	ragioneria@comune.comignago.no.it	Altro	null	null	null	null	null	null					
C_C927	Comune di Comiso	Comiso	Maria Rita Annunziata	Schembari	97013	RG	Sicilia	www.comune.comiso.rg.it	Piazza Fonte Diana, 7	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	82000870889	protocollo@pec.comune.comiso.rg.it	Pec	sindaco@pec.comune.comiso.rg.it	Pec	null	null	null	null	null	null					
c_c928	Comune di Comitini	Comitini	Felice	Raneri	92020	AG	Sicilia	www.comune.comitini.ag.it	Piazza Bellacera	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	80004010841	anagrafe@pec.comune.comitini.ag.it	Pec	anagrafe.comitini@virgilio.it	Altro	null	null	null	null	null	null					
c_c929	Comune di Comiziano	Comiziano	Severino	Nappi	80030	NA	Campania	www.comune.comiziano.na.it	Piazza Vittorino Alfieri 1	Sindaco	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	84003470634	sindaco.comiziano@pec.it	Pec	anagrafe.comiziano@pec.it	Pec	demografici.comiziano@pec.it	Pec	protocollo.comiziano@pec.it	Pec	segretario.comiziano@pec.it	Pec	https://www.facebook.com/amministrazionecomunaleComiziano				
c_c930	Comune di Commessaggio	Commessaggio	Roberta	Borghi	46010	MN	Lombardia	www.comune.commessaggio.mn.it	Piazza Italia N. 1	Responsabile Del Settore Affari Generali	Comuni e loro Consorzi e Associazioni	Pubbliche Amministrazioni		S	83000510202	comune.commessaggio@pec.regione.lombardia.it	Pec	null	null	null	null	null	null	null	null					
